State,County,median_household_income,total_population,Diabetes Estimate
California,Siskiyou County,47403.0,43516.0,3136.7
Montana,Phillips County,46686.0,4032.0,314.6
Texas,Lamar County,48036.0,49705.0,3142.6
Georgia,Baldwin County,46250.0,45072.0,3144.3
Colorado,Adams County,73817.0,509844.0,31503.5
Virginia,Isle Of Wight County,77870.0,37107.0,3157.9
Indiana,Miami County,50616.0,35684.0,3159.6
Minnesota,Lake Of The Woods County,50669.0,3747.0,316.5
Missouri,Dunklin County,38020.0,29657.0,3162.6
Arizona,Maricopa County,67799.0,4412779.0,316604.6
Wisconsin,Douglas County,56855.0,43497.0,3167.2
Texas,Medina County,62701.0,50869.0,3172
Nebraska,Lincoln County,59995.0,35042.0,3173
Virginia,Orange County,74446.0,36501.0,3174.9
Illinois,Henry County,60000.0,49032.0,3180.2
North Dakota,Lamoure County,61477.0,4225.0,319.1
Kentucky,Carlisle County,41222.0,4738.0,319.3
Mississippi,Alcorn County,40938.0,37058.0,3192.4
Texas,Brazoria County,83325.0,368062.0,31940
Texas,Galveston County,74633.0,337600.0,31998.2
Texas,Wheeler County,49036.0,5187.0,320.4
Colorado,Phillips County,50426.0,4343.0,320.6
Utah,Beaver County,66705.0,6594.0,320.8
Maine,Knox County,57794.0,39809.0,3204.6
Nebraska,Kimball County,48056.0,3576.0,321.6
Louisiana,Orleans Parish,43258.0,391249.0,32114
Illinois,Coles County,46411.0,51065.0,3212.4
Georgia,Ware County,37041.0,35745.0,3217.3
Washington,Stevens County,54426.0,45233.0,3219.2
Alabama,Chambers County,43875.0,33427.0,3220
Indiana,Dekalb County,58415.0,43193.0,3227.1
Virginia,Prince William County,107707.0,466834.0,32280.5
California,Tulare County,52534.0,463955.0,32378.1
North Dakota,Sargent County,64564.0,3899.0,324.5
Illinois,Stephenson County,50466.0,44683.0,3242.6
Arkansas,Pulaski County,52930.0,393078.0,32482.6
Oklahoma,Beaver County,55083.0,5326.0,325.2
South Dakota,Gregory County,44706.0,4193.0,325.5
Illinois,Ogle County,63643.0,50793.0,3259.3
Mississippi,Scott County,39971.0,28288.0,3261.7
Georgia,Pickens County,68365.0,32002.0,3263.2
Texas,Wharton County,51770.0,41672.0,3267.4
Kansas,Riley County,51098.0,74059.0,3268.3
Ohio,Logan County,60417.0,45315.0,3268.9
Ohio,Gallia County,48975.0,29995.0,3269.7
Montana,Toole County,49725.0,4812.0,327.5
Nevada,Elko County,79375.0,52537.0,3271.9
Illinois,Boone County,70396.0,53293.0,3276
Iowa,Muscatine County,60435.0,42703.0,3277.3
Tennessee,Warren County,42668.0,40971.0,3282.6
North Carolina,Cherokee County,40793.0,28413.0,3286.9
Massachusetts,Plymouth County,92906.0,518597.0,32883.2
South Carolina,Charleston County,67182.0,407543.0,32894.7
Minnesota,Big Stone County,55909.0,4974.0,329.1
South Dakota,Brule County,57181.0,5233.0,329.3
Missouri,Howell County,39482.0,40130.0,3290.9
Ohio,Fulton County,61290.0,42186.0,3293.2
Utah,Box Elder County,63573.0,54953.0,3297.2
Texas,Matagorda County,48733.0,36791.0,3297.6
New Hampshire,Coos County,48945.0,31486.0,3298.3
Kentucky,Greenup County,52337.0,35359.0,3298.3
Pennsylvania,Chester County,104161.0,521980.0,32987.2
Nebraska,Blaine County,55268.0,467.0,33.1
Nebraska,Chase County,56135.0,3707.0,330.1
Texas,Hartley County,53722.0,5588.0,330.6
Oklahoma,Bryan County,47175.0,47325.0,3300.3
Pennsylvania,Warren County,52034.0,39466.0,3302.4
Michigan,Mecosta County,45797.0,43481.0,3305.4
Michigan,Clare County,41163.0,30655.0,3315.4
Arkansas,Boone County,46392.0,37525.0,3318.2
Texas,Garza County,58938.0,6028.0,332.4
North Carolina,Watauga County,46453.0,55669.0,3321.7
Ohio,Coshocton County,48552.0,36558.0,3322.9
Oklahoma,Pittsburg County,47511.0,43955.0,3327.2
Louisiana,Vernon Parish,50267.0,49315.0,3329.5
Texas,Crosby County,42470.0,5753.0,333.6
Oklahoma,Dewey County,51169.0,4885.0,333.6
Minnesota,Clay County,66069.0,64029.0,3335.1
Iowa,Polk County,69747.0,485418.0,33379.4
Idaho,Lincoln County,52363.0,5342.0,334.6
New Jersey,Union County,82644.0,555208.0,33426.6
Texas,Mason County,61434.0,4248.0,335.4
Kentucky,Whitley County,39258.0,36252.0,3351
Michigan,Hillsdale County,51535.0,45707.0,3353.7
Kentucky,Graves County,45614.0,37125.0,3358.5
Illinois,Scott County,59352.0,4982.0,336.3
Kansas,Sherman County,57005.0,5904.0,336.4
North Dakota,Wells County,56519.0,3889.0,336.6
Colorado,Rio Blanco County,54247.0,6369.0,336.7
Oklahoma,Pontotoc County,51682.0,38385.0,3360.2
Massachusetts,Hampden County,57623.0,466647.0,33604.1
Oklahoma,Okmulgee County,45319.0,38553.0,3362.5
Missouri,Barry County,45811.0,35615.0,3363.6
Wisconsin,Barron County,52346.0,45182.0,3365.5
Illinois,Calhoun County,66602.0,4782.0,337
Alaska,Kusilvak Census Area,37358.0,8298.0,337
Kansas,Scott County,55625.0,4893.0,337.1
California,Amador County,65187.0,39023.0,3375.1
Virginia,Chesterfield County,84645.0,348500.0,33772.6
Texas,Dallam County,58956.0,7272.0,338.1
Montana,Mineral County,48672.0,4330.0,338.4
South Dakota,Corson County,36705.0,4106.0,338.9
Ohio,Clinton County,54683.0,42000.0,3384.3
Texas,Kendall County,98692.0,45491.0,3386.1
Texas,Lynn County,46163.0,5886.0,339.1
Illinois,Gallatin County,43092.0,4983.0,339.9
Mississippi,Sharkey County,35711.0,4427.0,339.9
Texas,Wilson County,80082.0,50110.0,3392.4
Ohio,Pike County,44115.0,27914.0,3399.6
New York,Essex County,58109.0,37281.0,3404.6
Tennessee,Dickson County,57804.0,53289.0,3405.6
Ohio,Stark County,55045.0,371516.0,34082.3
Minnesota,Kittson County,55410.0,4272.0,341.5
Idaho,Oneida County,54484.0,4429.0,341.7
Georgia,Habersham County,54147.0,45204.0,3417.1
Louisiana,Tensas Parish,29767.0,4435.0,342.4
Indiana,Huntington County,54286.0,36351.0,3423.2
Minnesota,Winona County,60020.0,50744.0,3424.9
Indiana,Dearborn County,70779.0,49612.0,3426
Indiana,Henry County,51104.0,48158.0,3427.7
Florida,Osceola County,55538.0,363666.0,34282.8
New York,Wyoming County,58746.0,40027.0,3431.5
Nebraska,Buffalo County,63513.0,49594.0,3433.3
New York,Cortland County,59194.0,47618.0,3437
Mississippi,Marshall County,43411.0,35502.0,3437.9
Kansas,Rooks County,51362.0,4985.0,344.2
Nebraska,Polk County,59837.0,5208.0,344.9
Colorado,Montrose County,54611.0,42280.0,3447.6
Texas,Harris County,63022.0,4680609.0,344810.7
Colorado,Washington County,51181.0,4869.0,345.1
New Mexico,Guadalupe County,31061.0,4336.0,345.6
Oklahoma,Kay County,47456.0,44074.0,3457.2
Texas,Bailey County,55038.0,6916.0,346.1
California,Calaveras County,67054.0,45828.0,3464.6
North Carolina,Vance County,41827.0,44614.0,3464.7
Montana,Ravalli County,55090.0,43424.0,3465.8
Kansas,Stevens County,59044.0,5498.0,347.9
Texas,Burnet County,59919.0,47548.0,3474
Idaho,Bonner County,51594.0,44688.0,3474.2
North Carolina,Macon County,45703.0,35172.0,3475.4
Louisiana,Avoyelles Parish,35530.0,40465.0,3475.5
Wisconsin,Calumet County,76065.0,50005.0,3478.9
Texas,Kimble County,46602.0,4375.0,348.1
Indiana,Harrison County,59169.0,40164.0,3485.9
Tennessee,Hamilton County,56606.0,364718.0,34861.3
Georgia,Coffee County,42526.0,43070.0,3488.6
Kansas,Grant County,60625.0,7324.0,349.3
Georgia,Colquitt County,36799.0,45510.0,3494.7
Colorado,Crowley County,40785.0,5733.0,350.3
Alaska,Aleutians East Borough,75833.0,3389.0,350.3
Pennsylvania,Union County,56824.0,44831.0,3506.6
Minnesota,Beltrami County,50525.0,46784.0,3507.7
Tennessee,Campbell County,41769.0,39818.0,3512.6
New York,Delaware County,49945.0,44676.0,3514.7
Mississippi,Panola County,37232.0,34079.0,3515.6
Texas,Floyd County,52714.0,5782.0,352.4
Oklahoma,Grant County,53147.0,4369.0,352.5
Nebraska,Clay County,63686.0,6193.0,352.6
Louisiana,St. John The Baptist Parish,55429.0,43055.0,3521.2
Kentucky,Jessamine County,64855.0,53476.0,3524.6
Illinois,Pope County,43140.0,4177.0,353.3
Kentucky,Hickman County,44063.0,4461.0,353.6
New York,Onondaga County,62668.0,461591.0,35326.1
South Dakota,Lincoln County,84260.0,58887.0,3535.8
Alabama,Madison County,66887.0,367686.0,35396.8
Missouri,Holt County,46442.0,4374.0,354.1
Minnesota,Red Lake County,59698.0,4005.0,354.3
Virginia,Lexington City,50714.0,7205.0,354.4
Georgia,Schley County,49105.0,5215.0,354.9
Pennsylvania,Susquehanna County,55788.0,40604.0,3540
West Virginia,Preston County,51992.0,33610.0,3542
Florida,Marion County,46587.0,360210.0,35483.2
Virginia,Shenandoah County,56114.0,43441.0,3549.5
North Carolina,Yadkin County,46954.0,37589.0,3550.8
Georgia,Chattahoochee County,45700.0,10470.0,356.2
Idaho,Adams County,50309.0,4200.0,356.3
Kansas,Phillips County,51820.0,5297.0,356.6
Texas,Delta County,49868.0,5277.0,356.6
New Mexico,Curry County,48903.0,49502.0,3561.4
Texas,Starr County,30931.0,64032.0,3561.5
Washington,Clark County,77184.0,481950.0,35636.6
Virginia,Amherst County,57368.0,31782.0,3566.6
Illinois,Cook County,67886.0,5169517.0,356695.4
Montana,Musselshell County,46328.0,4682.0,357.5
Wyoming,Hot Springs County,53398.0,4550.0,357.7
Rhode Island,Bristol County,85413.0,48645.0,3571
Mississippi,Bolivar County,32412.0,31253.0,3576.4
Mississippi,Oktibbeha County,39490.0,49593.0,3578
Kansas,Harper County,49283.0,5506.0,358.9
California,Solano County,84638.0,444538.0,35826.4
South Carolina,Newberry County,46038.0,38329.0,3583.3
Illinois,Stark County,53828.0,5393.0,359
Texas,Wood County,56749.0,45054.0,3593.5
Iowa,Wapello County,46433.0,35102.0,3593.7
Nebraska,Mcpherson County,51932.0,420.0,36
Idaho,Custer County,44757.0,4193.0,360.4
Tennessee,Bedford County,52973.0,48937.0,3600.3
Virginia,Virginia Beach City,78136.0,450882.0,36035.7
Ohio,Williams County,52855.0,36760.0,3605.1
Tennessee,Franklin County,47777.0,41999.0,3605.9
Arkansas,Union County,45293.0,39089.0,3606
Illinois,Knox County,44464.0,50052.0,3607.6
Vermont,Washington County,64862.0,58336.0,3608.6
Wisconsin,Polk County,61814.0,43549.0,3610.1
Florida,Sarasota County,64644.0,427766.0,36144.6
Kentucky,Nelson County,63032.0,45915.0,3616.6
Illinois,Macoupin County,56264.0,45243.0,3617.5
Ohio,Defiance County,62110.0,38024.0,3618.5
Pennsylvania,Mifflin County,52641.0,46179.0,3629.1
Texas,Rusk County,56223.0,53988.0,3630.6
New York,Richmond County,85381.0,475596.0,36306.5
Colorado,Denver County,72661.0,715878.0,36346.9
Washington,Spokane County,60101.0,513402.0,36368.6
New Hampshire,Sullivan County,63760.0,43173.0,3638.7
Indiana,Noble County,58947.0,47640.0,3641
New York,Orleans County,52958.0,40624.0,3643.7
Kentucky,Barren County,41674.0,44026.0,3648.2
South Dakota,Day County,46753.0,5452.0,365.4
Missouri,Putnam County,48833.0,4746.0,365.9
Colorado,Lincoln County,47042.0,5608.0,366
Nevada,Lander County,73797.0,5565.0,366.5
Oklahoma,Greer County,46794.0,5790.0,366.8
Michigan,Newaygo County,51470.0,48687.0,3662.9
Oklahoma,Stephens County,51156.0,43401.0,3663.9
Vermont,Franklin County,65314.0,49275.0,3665.6
New York,Greene County,56681.0,47335.0,3667.3
Nevada,Mineral County,31500.0,4487.0,367.1
Pennsylvania,Cameron County,40342.0,4512.0,367.7
Alabama,Chilton County,52141.0,44147.0,3677.1
Louisiana,Webster Parish,30324.0,38813.0,3679.4
California,Stanislaus County,62873.0,546235.0,36803.4
Maryland,Caroline County,59042.0,33260.0,3683
South Carolina,Clarendon County,43881.0,33865.0,3684.9
Kansas,Johnson County,91650.0,597574.0,36854.9
Montana,Teton County,56649.0,6127.0,369.8
Ohio,Guernsey County,46352.0,38996.0,3693.8
Iowa,Clinton County,52221.0,46734.0,3696.8
Colorado,Arapahoe County,80291.0,649980.0,36984.6
Mississippi,Lafayette County,53318.0,54059.0,3699
Virginia,Covington City,41024.0,5653.0,370.9
Arkansas,Baxter County,43504.0,41673.0,3700.3
Ohio,Jackson County,48915.0,32440.0,3702.4
Kentucky,Muhlenberg County,45937.0,30815.0,3713
New Jersey,Camden County,70957.0,506721.0,37203.8
Texas,Cameron County,41200.0,422135.0,37204.2
Missouri,Butler County,42227.0,42570.0,3722
Louisiana,St. Charles Parish,68113.0,52856.0,3723.8
Michigan,Delta County,47008.0,35874.0,3729.4
Utah,Garfield County,44279.0,5000.0,373
Ohio,Madison County,68663.0,44248.0,3730.9
Washington,Okanogan County,48528.0,42080.0,3731.6
Oklahoma,Washington County,53384.0,51995.0,3731.6
Georgia,Murray County,51133.0,39789.0,3737.2
Missouri,Shelby County,43809.0,5975.0,374.9
Arizona,Santa Cruz County,41424.0,46594.0,3741.1
Oregon,Washington County,86626.0,595761.0,37635.3
New York,Allegany County,51227.0,46304.0,3767.3
Louisiana,East Baton Rouge Parish,56076.0,443158.0,37680.6
Florida,Seminole County,70297.0,466695.0,37690.3
Texas,La Salle County,47162.0,7551.0,377.4
Minnesota,Grant County,59246.0,5962.0,377.7
Indiana,Putnam County,61505.0,37419.0,3773.5
Montana,Gallatin County,70124.0,111401.0,3774
Florida,Hendry County,36978.0,41472.0,3776.1
Idaho,Bingham County,58260.0,46246.0,3776.2
Texas,Childress County,43564.0,7219.0,378.4
South Dakota,Tripp County,54054.0,5448.0,378.9
Montana,Chouteau County,45707.0,5731.0,378.9
Indiana,Lawrence County,57740.0,45552.0,3780.8
Illinois,Jackson County,39689.0,57517.0,3787.7
Minnesota,Ramsey County,67238.0,546598.0,37907.9
Virginia,Halifax County,43714.0,34295.0,3792.4
Colorado,El Paso County,71517.0,710499.0,37998
Kentucky,Floyd County,35096.0,35931.0,3801.5
Louisiana,St. Bernard Parish,47873.0,46694.0,3805.3
South Carolina,Chester County,43985.0,32260.0,3808.8
Colorado,Broomfield County,101206.0,69444.0,3810.2
Minnesota,Chisago County,86900.0,55844.0,3811.2
Wisconsin,Columbia County,69262.0,57331.0,3811.5
South Carolina,Horry County,51570.0,344186.0,38168.4
Mississippi,Monroe County,45018.0,35559.0,3817.3
New Mexico,Rio Arriba County,42264.0,38962.0,3817.6
Virginia,Buena Vista City,36634.0,6477.0,382.9
Pennsylvania,Perry County,70660.0,46133.0,3823.2
North Carolina,Jackson County,46820.0,43435.0,3829.6
Vermont,Windsor County,61503.0,55191.0,3836
Illinois,Brown County,60694.0,6599.0,384
Alaska,Northwest Arctic Borough,63750.0,7709.0,384.9
South Dakota,Kingsbury County,61316.0,4936.0,384.9
Ohio,Auglaize County,66193.0,45709.0,3844.9
Texas,Williamson County,90834.0,570437.0,38447.6
North Carolina,Richmond County,39051.0,44759.0,3847.1
Minnesota,Otter Tail County,59456.0,58416.0,3847.2
Iowa,Warren County,80309.0,50867.0,3849.3
California,San Benito County,85808.0,61547.0,3849.5
Mississippi,Lincoln County,41355.0,34197.0,3849.7
Texas,Brooks County,25058.0,7100.0,385.4
Colorado,Ouray County,68893.0,4890.0,385.4
Maine,Hancock County,58345.0,54832.0,3857
Michigan,Branch County,52782.0,43428.0,3860.3
Alabama,Autauga County,57982.0,55639.0,3861.8
Texas,Coryell County,54712.0,75576.0,3863.5
North Carolina,Scotland County,35936.0,34921.0,3864.8
Nebraska,Sheridan County,45543.0,5215.0,387.1
Texas,Mills County,50198.0,4877.0,387.1
Tennessee,Cocke County,38530.0,35797.0,3873.9
Alaska,Yukon-Koyukuk Census Area,41728.0,5305.0,388.6
Washington,Columbia County,61779.0,4024.0,388.9
Ohio,Brown County,57200.0,43508.0,3881.9
Ohio,Union County,88565.0,57871.0,3884.7
Ohio,Highland County,47973.0,43080.0,3885.8
Massachusetts,Bristol County,71450.0,563301.0,38875.6
West Virginia,Greenbrier County,39807.0,34893.0,3889.1
Kansas,Washington County,52172.0,5474.0,389.7
Texas,Winkler County,63585.0,7822.0,389.9
Wisconsin,Shawano County,57322.0,40813.0,3893.1
North Carolina,Hoke County,51140.0,54590.0,3898.6
Ohio,Crawford County,46391.0,41603.0,3899.3
South Dakota,Hamlin County,67626.0,6104.0,390.1
Virginia,Bath County,55481.0,4248.0,390.5
Texas,Carson County,74246.0,5957.0,390.6
Nebraska,Boone County,60094.0,5228.0,390.8
Pennsylvania,Bedford County,51531.0,48154.0,3901
West Virginia,Ohio County,48056.0,41875.0,3901.9
North Carolina,Lenoir County,39923.0,56350.0,3904.4
Florida,Okeechobee County,46097.0,41611.0,3912.9
Mississippi,Hancock County,54860.0,47339.0,3915.2
Georgia,Harris County,79860.0,34676.0,3919.3
Virginia,Emporia City,30058.0,5408.0,392.6
Illinois,Pulaski County,37308.0,5414.0,393.2
Nebraska,Morrill County,46903.0,4711.0,393.5
Idaho,Nez Perce County,57099.0,40468.0,3932.1
Arkansas,Mississippi County,42986.0,41396.0,3941
New York,Chenango County,51756.0,47527.0,3944.2
Texas,Haskell County,48955.0,5711.0,395.4
Virginia,Craig County,57792.0,5103.0,395.6
New Jersey,Burlington County,90329.0,446301.0,39518.6
Colorado,Fremont County,52364.0,47725.0,3952.4
South Dakota,Mccook County,66208.0,5543.0,396.2
Iowa,Cerro Gordo County,56082.0,42672.0,3960.1
North Carolina,Guilford County,54794.0,532956.0,39645.4
Ohio,Preble County,61339.0,40995.0,3969.9
North Carolina,Hyde County,46667.0,5089.0,397
Wisconsin,Florence County,50821.0,4312.0,397.3
Georgia,Polk County,46846.0,42251.0,3972.1
Nebraska,Stanton County,64808.0,5946.0,398.7
Alaska,Kenai Peninsula Borough,69245.0,58809.0,3986.2
Texas,Yoakum County,69004.0,8612.0,399.1
South Dakota,Moody County,61894.0,6508.0,400
Oklahoma,Cotton County,49583.0,5783.0,400.1
Nevada,Douglas County,71415.0,48486.0,4001.8
Alabama,Tallapoosa County,48160.0,40450.0,4003.5
Georgia,Camden County,60594.0,53960.0,4007.7
Iowa,Ida County,54219.0,6862.0,401
Texas,San Saba County,45169.0,6004.0,401.3
Wisconsin,Menominee County,47188.0,4566.0,401.4
Colorado,Kit Carson County,50411.0,7246.0,401.6
Missouri,Carter County,42403.0,6085.0,401.8
Texas,Castro County,49900.0,7561.0,401.9
Virginia,Galax City,35184.0,6402.0,402.6
Minnesota,Blue Earth County,61058.0,67368.0,4020.2
Oklahoma,Logan County,70456.0,47401.0,4032.5
Kentucky,Franklin County,59056.0,50744.0,4038
Missouri,Scott County,46310.0,38538.0,4040.9
Tennessee,Fayette County,63618.0,40612.0,4048.4
Ohio,Ashland County,55422.0,53533.0,4049.4
Georgia,Thomas County,47133.0,44545.0,4049.5
New Mexico,Mora County,29458.0,4500.0,405
Kansas,Republic County,50411.0,4607.0,405.2
Louisiana,Vermilion Parish,52219.0,59787.0,4057.1
Texas,Anderson County,45847.0,57917.0,4058.4
Oklahoma,Alfalfa County,64122.0,5791.0,406
South Carolina,Cherokee County,37787.0,57110.0,4063.5
Ohio,Lucas County,49946.0,430319.0,40800.1
Idaho,Caribou County,58099.0,7028.0,409.7
Indiana,Jackson County,55097.0,44077.0,4090.9
North Carolina,Beaufort County,48051.0,47160.0,4104
Virginia,Danville City,37147.0,40668.0,4105.4
Virginia,Mecklenburg County,50224.0,30726.0,4108.3
Colorado,Bent County,38083.0,5677.0,411
Illinois,Putnam County,64694.0,5720.0,411.8
New Jersey,Passaic County,73562.0,502763.0,41171.4
Indiana,Ohio County,63649.0,5890.0,412.6
West Virginia,Wirt County,45315.0,5764.0,412.9
Florida,Desoto County,36360.0,37371.0,4121
Michigan,Tuscola County,51891.0,52683.0,4121.1
Georgia,Liberty County,50411.0,62039.0,4122.4
Georgia,Tift County,44827.0,40590.0,4125
Illinois,Edwards County,53801.0,6431.0,413.1
New Hampshire,Carroll County,66932.0,48461.0,4137.1
Oklahoma,Sequoyah County,41803.0,41687.0,4137.3
Texas,Presidio County,22716.0,6808.0,414.4
North Carolina,Granville County,56924.0,59823.0,4141.9
Oklahoma,Delaware County,44268.0,42741.0,4142.3
Florida,Manatee County,59963.0,393847.0,41426.3
Michigan,Cass County,57514.0,51613.0,4144.4
Oklahoma,Carter County,51148.0,48380.0,4149.6
Illinois,Kane County,83374.0,531756.0,41527.3
Nebraska,Douglas County,66600.0,565739.0,41539.2
California,Tehama County,48895.0,64176.0,4156.5
Georgia,Miller County,49771.0,5725.0,416.8
Pennsylvania,Lancaster County,69588.0,543050.0,41686
Nebraska,Cherry County,55431.0,5801.0,417.3
Missouri,Lincoln County,70424.0,57590.0,4170.6
Indiana,Shelby County,59712.0,44559.0,4172.1
Virginia,Tazewell County,42207.0,41201.0,4173.8
Missouri,Atchison County,51625.0,5180.0,418.7
Alabama,Covington County,42566.0,37096.0,4187.4
Nebraska,Furnas County,53533.0,4712.0,419.4
Tennessee,Van Buren County,47576.0,5813.0,419.9
Missouri,Camden County,53520.0,45823.0,4195.5
Louisiana,Jefferson Parish,54825.0,434903.0,41999.5
North Dakota,Ransom County,62235.0,5258.0,421.6
Iowa,Ringgold County,55970.0,4922.0,421.9
Louisiana,East Carroll Parish,24551.0,6947.0,422.1
New Mexico,Catron County,36607.0,3547.0,423.4
Illinois,Alexander County,34709.0,6011.0,423.9
Alabama,Dallas County,33317.0,38184.0,4236.2
Maryland,Dorchester County,52799.0,31994.0,4249.5
Maryland,Anne Arundel County,103225.0,575421.0,42524.5
Virginia,Wise County,41285.0,38032.0,4253.2
Wisconsin,Portage County,60316.0,70822.0,4259
Idaho,Power County,51014.0,7635.0,426
Mississippi,Warren County,46909.0,46030.0,4268.6
Michigan,Genesee County,50269.0,406770.0,42739.1
Louisiana,St. Martin Parish,48884.0,53607.0,4275.7
Kentucky,Henderson County,50471.0,45550.0,4278.1
Washington,Walla Walla County,60615.0,60785.0,4278.2
Kansas,Sedgwick County,57540.0,515416.0,42787.3
Ohio,Darke County,54799.0,51387.0,4283.1
Wisconsin,Chippewa County,61215.0,64175.0,4288.6
Missouri,Gentry County,46774.0,6576.0,429.1
Alaska,Southeast Fairbanks Census Area,66941.0,6911.0,429.6
Nebraska,Nemaha County,50236.0,6978.0,429.8
Minnesota,Wilkin County,56829.0,6264.0,429.8
Pennsylvania,Jefferson County,49604.0,43570.0,4292.8
New Mexico,Bernalillo County,54308.0,679037.0,42987.7
Montana,Petroleum County,40000.0,464.0,43
North Dakota,Ward County,68098.0,68962.0,4302.1
Kansas,Ellsworth County,56306.0,6176.0,431.1
Nebraska,Thayer County,53234.0,5000.0,431.4
Nevada,Storey County,64000.0,4086.0,431.6
New Jersey,Monmouth County,103523.0,620821.0,43168.6
Florida,Lake County,55792.0,356115.0,43180.5
North Dakota,Mchenry County,67039.0,5825.0,432.7
Texas,Cherokee County,50199.0,52341.0,4321.5
Texas,Montgomery County,83274.0,590188.0,43231.6
New York,Hamilton County,60625.0,4454.0,433.4
Michigan,Marquette County,54585.0,66403.0,4338.9
Texas,Hardin County,61221.0,57356.0,4344.4
West Virginia,Logan County,36250.0,32593.0,4351.2
Iowa,Dallas County,88368.0,90418.0,4353.7
Nebraska,Dixon County,57243.0,5682.0,436
Kansas,Norton County,48486.0,5416.0,436.4
Missouri,Reynolds County,39552.0,6274.0,436.4
Ohio,Huron County,55041.0,58271.0,4366.9
Arkansas,Miller County,45391.0,43515.0,4369.2
Iowa,Taylor County,57768.0,6160.0,437.9
Wisconsin,Sauk County,62808.0,64152.0,4371.2
Virginia,Lynchburg City,49201.0,80970.0,4371.6
Kentucky,Oldham County,103761.0,66508.0,4376.7
Pennsylvania,Bucks County,93181.0,627668.0,43766.8
North Carolina,Mcdowell County,47085.0,45402.0,4381.9
Texas,Navarro County,47574.0,49475.0,4383.9
Nebraska,Hall County,58595.0,61338.0,4384.3
Colorado,Gilpin County,90547.0,6108.0,439.4
Alabama,Escambia County,35558.0,36775.0,4394.2
Arkansas,Crittenden County,42384.0,48381.0,4394.4
Texas,Van Zandt County,57203.0,55970.0,4399.4
Alabama,Mobile County,49625.0,413977.0,43990.5
Texas,Swisher County,36337.0,7403.0,440.9
Tennessee,Monroe County,45576.0,46413.0,4409.6
Iowa,Osceola County,61167.0,6016.0,441.7
Oklahoma,Osage County,50105.0,47074.0,4418.1
Louisiana,Cameron Parish,56902.0,6963.0,442.2
Alaska,Nome Census Area,62843.0,10009.0,442.7
Oklahoma,Garfield County,55435.0,61555.0,4421.6
South Carolina,Greenville County,62422.0,516126.0,44248
California,Yuba County,59424.0,77524.0,4432.6
South Carolina,Colleton County,36748.0,37624.0,4438.9
New Jersey,Ocean County,72679.0,602018.0,44446.4
Michigan,Isabella County,46783.0,70363.0,4447.3
Michigan,Luce County,50000.0,6286.0,445.6
North Dakota,Grand Forks County,53721.0,70243.0,4450.7
Illinois,Lake County,92654.0,699682.0,44534.8
Georgia,Jackson County,68307.0,70467.0,4458.4
Oregon,Columbia County,68170.0,52117.0,4458.4
Oklahoma,Grady County,64507.0,55315.0,4458.8
Tennessee,Pickett County,43125.0,5068.0,446.8
California,Tuolumne County,60509.0,54147.0,4467.3
South Dakota,Hutchinson County,61290.0,7308.0,447.1
Idaho,Bear Lake County,52829.0,6054.0,448.6
Wisconsin,Waupaca County,60106.0,50997.0,4481.8
North Carolina,Stokes County,51668.0,45688.0,4484.5
Georgia,Stewart County,34028.0,6446.0,449
Iowa,Decatur County,48154.0,7908.0,449.7
Indiana,Boone County,89444.0,66875.0,4491.5
Pennsylvania,Columbia County,52219.0,65390.0,4491.8
Massachusetts,Norfolk County,105320.0,703740.0,44943
New York,Warren County,64658.0,64187.0,4495.3
Pennsylvania,Delaware County,76238.0,565328.0,45039.4
Texas,Kerr County,57196.0,52195.0,4505.6
Nevada,Pershing County,57074.0,6591.0,451
Kentucky,Fulton County,31587.0,6064.0,451.1
Tennessee,Knox County,59250.0,466184.0,45102.1
New York,Tioga County,61965.0,48431.0,4514.8
Oklahoma,Jefferson County,43871.0,6084.0,452.6
Ohio,Pickaway County,61629.0,58112.0,4527.1
Arizona,Pinal County,60968.0,447559.0,45290.5
Minnesota,Mahnomen County,45398.0,5508.0,455.5
Texas,Harrison County,54234.0,66547.0,4554.5
Mississippi,Pike County,32726.0,39365.0,4556.9
Oklahoma,Cherokee County,43378.0,48871.0,4561.8
North Carolina,Edgecombe County,40489.0,52069.0,4564.5
Oklahoma,Coal County,42277.0,5577.0,457.1
West Virginia,Jefferson County,82551.0,56922.0,4572.7
Illinois,Whiteside County,57172.0,55583.0,4575.8
Michigan,Shiawassee County,56436.0,68176.0,4582.9
New Mexico,Chaves County,46254.0,64912.0,4584.5
Pennsylvania,Wayne County,55572.0,51268.0,4586.2
Nebraska,Howard County,59432.0,6428.0,459
Nebraska,Dawes County,49379.0,8685.0,459.7
Vermont,Rutland County,57176.0,58527.0,4596.5
Nebraska,Grant County,43625.0,691.0,46.4
Texas,Mitchell County,44939.0,8256.0,460.4
Wyoming,Weston County,53333.0,6942.0,460.6
North Carolina,Lee County,52294.0,61083.0,4602.8
Utah,Tooele County,76737.0,69740.0,4606.6
North Dakota,Benson County,50329.0,6860.0,461.9
Pennsylvania,Pike County,67495.0,55660.0,4626
Colorado,Lake County,65858.0,7845.0,463.6
Texas,Ochiltree County,53431.0,9907.0,463.6
South Dakota,Grant County,65327.0,7125.0,463.7
Virginia,York County,93356.0,68389.0,4632.8
Minnesota,Cook County,59537.0,5402.0,464.6
Illinois,Will County,90800.0,689704.0,46402.9
Alabama,Jackson County,42578.0,51765.0,4641
